player,position,team,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Pierre Højbjerg,MF,Denmark,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,2,1,50.0,0.67,0.33,0.0,0.0,30.7,0.0,0.01,0.0,0.0,200.0,224.0,89.3,3784.0,1123.0,95.0,102.0,93.1,68.0,75.0,90.7,35.0,44.0,79.5,0.1,0.0,1.0,30.0,2.0,0.0,21.0,216.0,8.0,5.0,0.0,10.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2,2.0,2.0,0.0,3.0,6.0,50.0,3.0,3.0,1.0,2.0,3,7.0,6.0,0.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0,26.0,1.0,0.0,100.0,90.0,100.0,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,2.7,3.9,-1.2,-0.39,,249.0,13.0,56.0,175.0,20.0,0.0,249.0,1.0,2.0,50.0,3.0,2.0,180.0,4.0
Piotr Zieliński,MF,Poland,1994,4,4,328,3.6,1,0,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,0.6,0.6,0.4,1.0,0.16,0.11,0.26,0.16,0.26,3,2,66.7,0.82,0.55,0.33,0.5,11.3,0.0,0.2,0.4,0.4,124.0,153.0,81.0,2125.0,676.0,54.0,59.0,91.5,52.0,60.0,86.7,11.0,24.0,45.8,0.4,-0.4,7.0,14.0,1.0,1.0,8.0,128.0,25.0,8.0,0.0,3.0,16,0.0,9.0,3.0,6.0,0.0,0.0,1.0,7.0,5,3.0,3.0,1.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,1,8.0,7.0,0.0,12.0,3.28,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,0.0,0.0,0,17.0,0.0,2.0,0.0,82.0,91.1,82.0,2,0,,0,1.0,2.0,5.0,-3.0,-0.82,-3.64,3.2,6.9,-3.7,-1.02,-3.85,178.0,7.0,23.0,115.0,43.0,3.0,178.0,1.0,4.0,25.0,2.0,1.0,113.0,4.0
Przemysław Frankowski,MF,Poland,1995,4,3,240,2.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.01,0.09,0.11,0.01,0.11,1,0,0.0,0.37,0.0,0.0,,15.6,0.0,0.03,0.0,0.0,49.0,74.0,66.2,729.0,228.0,26.0,33.0,78.8,18.0,22.0,81.8,2.0,8.0,25.0,0.1,-0.2,1.0,5.0,2.0,1.0,3.0,71.0,3.0,0.0,1.0,0.0,8,1.0,2.0,1.0,1.0,0.0,0.0,8.0,7.0,4,4.0,1.0,2.0,2.0,6.0,33.3,4.0,1.0,1.0,0.0,3,10.0,5.0,0.0,5.0,1.87,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0,12.0,1.0,1.0,50.0,60.0,66.7,74.0,1,1,19.0,0,1.0,2.0,2.0,0.0,0.0,1.5,2.7,4.9,-2.2,-0.84,-0.46,97.0,6.0,22.0,42.0,34.0,1.0,97.0,2.0,4.0,50.0,3.0,3.0,56.0,4.0
Ramin Rezaeian,DF,IR Iran,1990,2,2,180,2.0,1,0,1,0,0,1,0,0.5,0.0,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.13,0.14,0.27,0.13,0.27,2,1,50.0,1.0,0.5,0.5,1.0,18.3,0.0,0.13,0.7,0.7,73.0,105.0,69.5,1240.0,681.0,37.0,40.0,92.5,25.0,36.0,69.4,9.0,26.0,34.6,0.5,-0.3,3.0,2.0,4.0,1.0,5.0,85.0,19.0,3.0,0.0,3.0,11,16.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5,5.0,2.0,0.0,3.0,7.0,42.9,4.0,1.0,0.0,1.0,3,10.0,2.0,0.0,8.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,0,0.0,0.0,0,22.0,1.0,6.0,14.3,90.0,66.7,90.0,2,0,,1,1.5,2.0,1.0,1.0,0.5,4.5,1.9,2.0,-0.2,-0.1,0.66,130.0,8.0,49.0,47.0,36.0,3.0,130.0,1.0,1.0,100.0,7.0,3.0,67.0,5.0
Randal Kolo Muani,FW,France,1998,3,1,182,2.0,1,0,1,0,0,0,0,0.49,0.0,0.49,0.49,0.49,1.1,1.1,0.0,1.1,0.65,0.0,0.65,0.65,0.65,4,2,50.0,1.98,0.99,0.25,0.5,13.4,0.0,0.27,-0.1,-0.1,25.0,44.0,56.8,325.0,36.0,19.0,28.0,67.9,6.0,9.0,66.7,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,5,1.0,3.0,3.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1,8.0,1.0,0.0,1.0,0.59,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.59,0.0,0.0,0.0,0.0,1.0,0.0,0,4,5,0,1.0,0.0,0,9.0,9.0,5.0,64.3,61.0,27.6,90.0,1,2,46.0,4,1.33,4.0,2.0,2.0,0.99,-0.14,3.7,2.9,0.8,0.49,-0.02,76.0,1.0,5.0,28.0,44.0,10.0,76.0,3.0,8.0,37.5,8.0,6.0,48.0,9.0
Raphaël Guerreiro,DF,Portugal,1993,4,3,279,3.1,1,2,1,0,0,0,0,0.32,0.65,0.97,0.32,0.97,0.4,0.4,0.6,1.0,0.12,0.19,0.31,0.12,0.31,3,1,33.3,0.97,0.32,0.33,1.0,17.7,0.0,0.12,0.6,0.6,156.0,185.0,84.3,2301.0,856.0,87.0,95.0,91.6,56.0,68.0,82.4,8.0,14.0,57.1,0.7,1.4,6.0,9.0,4.0,2.0,14.0,156.0,28.0,1.0,0.0,0.0,13,25.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,2,2.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,3,6.0,2.0,0.0,11.0,3.55,9.0,2.0,0.0,0.0,0.0,0.0,4.0,1.29,3.0,1.0,0.0,0.0,0.0,0.0,0,2,1,0,0.0,0.0,0,17.0,2.0,1.0,66.7,70.0,62.0,77.0,2,1,49.0,1,2.25,11.0,4.0,7.0,2.26,2.78,5.6,3.6,2.1,0.66,1.07,207.0,2.0,45.0,92.0,71.0,6.0,207.0,2.0,2.0,100.0,1.0,1.0,138.0,14.0
Raphaël Varane,DF,France,1993,6,6,518,5.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.06,0.0,0.06,0.06,0.06,3,0,0.0,0.52,0.0,0.0,,7.2,0.0,0.12,-0.3,-0.3,256.0,286.0,89.5,5127.0,1468.0,78.0,85.0,91.8,155.0,162.0,95.7,23.0,38.0,60.5,0.0,0.0,0.0,20.0,0.0,0.0,5.0,278.0,8.0,7.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,1.0,6,7.0,15.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0,17.0,4.0,5.0,44.4,86.0,78.5,86.0,3,0,,1,2.17,10.0,7.0,3.0,0.52,-2.65,7.0,9.2,-2.1,-0.37,-4.06,322.0,34.0,141.0,175.0,7.0,3.0,322.0,1.0,1.0,100.0,0.0,0.0,237.0,0.0
Raphinha,FW,Brazil,1996,5,4,315,3.5,0,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,1.2,1.2,1.3,2.5,0.35,0.38,0.72,0.35,0.72,8,6,75.0,2.29,1.71,0.0,0.0,19.1,1.0,0.15,-1.2,-1.2,111.0,150.0,74.0,1916.0,435.0,53.0,59.0,89.8,43.0,59.0,72.9,12.0,22.0,54.5,0.9,-0.3,8.0,5.0,5.0,1.0,11.0,131.0,18.0,4.0,0.0,1.0,22,3.0,11.0,6.0,3.0,0.0,1.0,4.0,8.0,6,3.0,2.0,3.0,6.0,8.0,75.0,2.0,3.0,0.0,3.0,3,11.0,0.0,0.0,19.0,5.43,13.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5,0,0.0,0.0,0,11.0,0.0,6.0,0.0,63.0,65.6,76.0,1,1,12.0,0,2.0,6.0,2.0,4.0,1.14,0.6,8.1,1.4,6.7,1.91,0.16,189.0,2.0,18.0,68.0,104.0,20.0,189.0,4.0,15.0,26.7,6.0,4.0,136.0,18.0
Rasmus Nissen,DF,Denmark,1997,3,3,224,2.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,137.0,179.0,76.5,1979.0,746.0,73.0,82.0,89.0,58.0,76.0,76.3,3.0,10.0,30.0,0.1,0.0,1.0,13.0,2.0,0.0,19.0,152.0,26.0,0.0,0.0,1.0,7,26.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,7,5.0,3.0,0.0,4.0,8.0,50.0,4.0,3.0,1.0,2.0,1,9.0,7.0,0.0,5.0,2.01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,0.0,0.0,0,15.0,3.0,1.0,75.0,75.0,83.0,75.0,1,0,,0,0.33,1.0,2.0,-1.0,-0.4,1.55,2.3,3.4,-1.1,-0.44,-0.28,204.0,7.0,34.0,97.0,74.0,4.0,204.0,1.0,5.0,20.0,3.0,3.0,131.0,13.0
Remo Freuler,MF,Switzerland,1992,4,4,323,3.6,1,0,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,0.5,0.5,0.0,0.5,0.14,0.0,0.14,0.14,0.14,3,1,33.3,0.84,0.28,0.33,1.0,10.3,0.0,0.17,0.5,0.5,127.0,154.0,82.5,1914.0,451.0,68.0,77.0,88.3,51.0,57.0,89.5,5.0,11.0,45.5,0.1,0.0,0.0,11.0,1.0,0.0,11.0,146.0,7.0,5.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,5,3.0,5.0,0.0,4.0,6.0,66.7,2.0,3.0,0.0,3.0,3,11.0,3.0,1.0,7.0,1.95,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0,6,2,0,0.0,0.0,0,19.0,1.0,4.0,20.0,81.0,89.7,81.0,3,0,,0,1.5,4.0,6.0,-2.0,-0.56,4.31,4.8,4.7,0.1,0.03,-0.44,197.0,6.0,48.0,109.0,41.0,4.0,197.0,0.0,4.0,0.0,12.0,0.0,124.0,5.0
Ricardo Rodríguez,DF,Switzerland,1992,4,4,359,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,164.0,229.0,71.6,2840.0,949.0,78.0,90.0,86.7,66.0,91.0,72.5,18.0,35.0,51.4,0.3,-0.2,2.0,18.0,2.0,0.0,10.0,194.0,35.0,5.0,1.0,3.0,12,30.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2,5.0,2.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0,7.0,8.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,2,0,0.0,0.0,0,16.0,10.0,2.0,83.3,90.0,99.7,90.0,3,0,,0,1.5,5.0,9.0,-4.0,-1.0,-1.0,5.5,5.3,0.1,0.03,-17.07,247.0,12.0,89.0,120.0,40.0,2.0,247.0,0.0,0.0,,2.0,3.0,158.0,6.0
Richarlison,FW,Brazil,1997,4,4,323,3.6,3,0,3,0,0,0,0,0.84,0.0,0.84,0.84,0.84,2.1,2.1,1.0,3.1,0.59,0.27,0.86,0.59,0.86,8,4,50.0,2.23,1.11,0.38,0.75,12.1,0.0,0.26,0.9,0.9,40.0,58.0,69.0,496.0,89.0,25.0,33.0,75.8,11.0,16.0,68.8,1.0,2.0,50.0,0.4,-1.0,6.0,2.0,3.0,0.0,3.0,55.0,3.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2,0.0,1.0,1.0,0.0,0.0,,0.0,4.0,0.0,4.0,1,3.0,4.0,0.0,7.0,1.95,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0,5,6,1,1.0,0.0,0,13.0,4.0,8.0,33.3,81.0,67.3,81.0,1,0,,1,2.5,6.0,1.0,5.0,1.39,1.39,7.6,1.3,6.4,1.77,-0.27,97.0,4.0,12.0,29.0,58.0,19.0,97.0,0.0,5.0,0.0,12.0,3.0,59.0,18.0
Riley McGree,FW,Australia,1998,4,4,265,2.9,0,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,0.1,0.1,0.6,0.8,0.05,0.22,0.27,0.05,0.27,3,1,33.3,1.02,0.34,0.0,0.0,26.2,0.0,0.05,-0.1,-0.1,57.0,75.0,76.0,800.0,191.0,31.0,37.0,83.8,19.0,25.0,76.0,3.0,5.0,60.0,0.3,0.4,4.0,5.0,2.0,1.0,3.0,73.0,2.0,0.0,0.0,0.0,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,5,7.0,3.0,0.0,5.0,1.7,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.68,2.0,0.0,0.0,0.0,0.0,0.0,0,9,2,0,0.0,0.0,0,11.0,1.0,2.0,33.3,66.0,73.6,66.0,0,0,,0,1.5,3.0,6.0,-3.0,-1.02,-1.97,1.7,5.2,-3.5,-1.17,0.21,107.0,2.0,16.0,53.0,39.0,4.0,107.0,0.0,1.0,0.0,8.0,2.0,62.0,9.0
Ritsu Doan,FW,Japan,1998,4,2,217,2.4,2,0,2,0,0,0,0,0.83,0.0,0.83,0.83,0.83,0.5,0.5,0.2,0.7,0.21,0.07,0.28,0.21,0.28,4,3,75.0,1.66,1.24,0.5,0.67,20.1,0.0,0.13,1.5,1.5,36.0,56.0,64.3,625.0,195.0,22.0,28.0,78.6,7.0,11.0,63.6,6.0,10.0,60.0,0.4,-0.2,3.0,2.0,2.0,1.0,5.0,48.0,7.0,2.0,0.0,1.0,9,0.0,5.0,4.0,0.0,0.0,1.0,4.0,6.0,5,1.0,4.0,1.0,1.0,3.0,33.3,2.0,4.0,1.0,3.0,3,9.0,2.0,0.0,5.0,2.07,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.83,2.0,0.0,0.0,0.0,0.0,0.0,0,3,4,0,0.0,0.0,0,11.0,1.0,4.0,20.0,54.0,55.6,76.0,0,2,33.0,0,1.75,5.0,1.0,4.0,1.66,3.22,3.9,2.0,1.9,0.78,2.11,95.0,3.0,15.0,37.0,43.0,6.0,95.0,4.0,8.0,50.0,7.0,3.0,50.0,4.0
Robert Lewandowski,FW,Poland,1988,4,4,360,4.0,2,1,1,1,2,0,0,0.5,0.25,0.75,0.25,0.5,2.9,1.4,0.4,1.8,0.73,0.1,0.83,0.34,0.44,10,2,20.0,2.5,0.5,0.1,0.5,18.1,1.0,0.14,-0.9,-0.4,61.0,91.0,67.0,859.0,177.0,36.0,47.0,76.6,20.0,27.0,74.1,3.0,6.0,50.0,0.4,0.6,5.0,9.0,1.0,0.0,6.0,90.0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,1,3.0,8.0,0.0,14.0,3.5,7.0,0.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0,6,9,0,1.0,0.0,0,14.0,16.0,17.0,48.5,90.0,100.0,90.0,4,0,,0,1.0,3.0,5.0,-2.0,-0.5,,4.5,7.3,-2.7,-0.69,,153.0,9.0,13.0,73.0,69.0,19.0,151.0,5.0,12.0,41.7,16.0,6.0,113.0,14.0
Rodri,DF,Spain,1996,4,4,390,4.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05,1,0,0.0,0.23,0.0,0.0,,36.2,0.0,0.02,0.0,0.0,642.0,689.0,93.2,12636.0,3349.0,172.0,180.0,95.6,416.0,435.0,95.6,50.0,68.0,73.5,0.2,-0.2,4.0,46.0,2.0,1.0,25.0,678.0,11.0,8.0,0.0,3.0,2,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2,3.0,1.0,1.0,2.0,2.0,100.0,0.0,3.0,2.0,1.0,3,8.0,9.0,0.0,9.0,2.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,1,0,0.0,0.0,0,35.0,16.0,5.0,76.2,98.0,100.0,98.0,4,0,,0,1.25,9.0,3.0,6.0,1.38,,6.2,3.4,2.7,0.68,0.68,710.0,28.0,157.0,518.0,35.0,3.0,710.0,0.0,0.0,,0.0,0.0,598.0,2.0
Rodrigo Bentancur,MF,Uruguay,1997,3,3,213,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.8,0.26,0.06,0.32,0.26,0.32,3,1,33.3,1.27,0.42,0.0,0.0,15.8,0.0,0.21,-0.6,-0.6,136.0,160.0,85.0,2417.0,762.0,62.0,70.0,88.6,56.0,66.0,84.8,14.0,17.0,82.4,0.1,-0.1,2.0,16.0,1.0,1.0,11.0,152.0,8.0,6.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,8,4.0,4.0,1.0,3.0,3.0,100.0,0.0,3.0,0.0,3.0,7,16.0,5.0,0.0,8.0,3.38,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3,0,0.0,0.0,0,35.0,6.0,3.0,66.7,71.0,78.9,71.0,2,0,,0,1.33,2.0,2.0,0.0,0.0,0.0,3.2,2.8,0.4,0.18,0.63,197.0,7.0,54.0,125.0,25.0,2.0,197.0,3.0,6.0,50.0,6.0,3.0,118.0,0.0
Rodrigo De Paul,MF,Argentina,1994,7,7,599,6.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.2,0.13,0.05,0.18,0.13,0.18,7,3,42.9,1.05,0.45,0.0,0.0,20.5,0.0,0.13,-0.9,-0.9,470.0,562.0,83.6,6959.0,1454.0,281.0,306.0,91.8,164.0,192.0,85.4,18.0,38.0,47.4,0.4,-0.3,7.0,35.0,7.0,1.0,18.0,530.0,28.0,17.0,2.0,1.0,12,7.0,4.0,1.0,0.0,0.0,4.0,10.0,11.0,6,6.0,4.0,1.0,8.0,13.0,61.5,5.0,8.0,0.0,8.0,7,18.0,3.0,0.0,19.0,2.85,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,15,0,0.0,0.0,0,42.0,2.0,3.0,40.0,86.0,86.8,86.0,4,0,,0,2.0,13.0,5.0,8.0,1.2,2.19,12.4,2.9,9.4,1.42,0.29,625.0,4.0,80.0,371.0,179.0,12.0,625.0,1.0,9.0,11.1,9.0,7.0,481.0,15.0
Rodrygo,MF,Brazil,2001,5,1,181,2.0,0,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,0.4,0.4,0.4,0.9,0.26,0.25,0.52,0.26,0.52,6,2,33.3,2.98,0.99,0.0,0.0,18.7,1.0,0.07,-0.4,-0.4,91.0,113.0,80.5,1201.0,240.0,53.0,61.0,86.9,28.0,34.0,82.4,4.0,10.0,40.0,0.6,0.6,6.0,4.0,3.0,0.0,7.0,101.0,12.0,2.0,1.0,0.0,9,3.0,7.0,4.0,0.0,0.0,0.0,1.0,4.0,1,0.0,1.0,3.0,0.0,4.0,0.0,4.0,6.0,1.0,5.0,2,6.0,1.0,0.0,16.0,9.54,10.0,1.0,2.0,0.0,2.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0,3,6,1,0.0,0.0,0,11.0,0.0,3.0,0.0,36.0,37.7,54.0,0,4,32.0,0,2.0,2.0,1.0,1.0,0.5,-0.71,4.2,0.9,3.3,1.98,0.18,152.0,3.0,10.0,63.0,80.0,15.0,152.0,2.0,9.0,22.2,9.0,3.0,106.0,14.0
Romain Saïss,DF,Morocco,1990,6,6,466,5.2,1,0,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19,0.8,0.8,0.0,0.8,0.16,0.0,0.16,0.16,0.16,1,1,100.0,0.19,0.19,1.0,1.0,0.9,0.0,0.79,0.2,0.2,159.0,199.0,79.9,3400.0,1479.0,44.0,47.0,93.6,89.0,102.0,87.3,24.0,46.0,52.2,0.0,0.0,0.0,8.0,1.0,0.0,7.0,186.0,13.0,10.0,0.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2,2.0,2.0,1.0,2.0,5.0,40.0,3.0,3.0,1.0,2.0,3,8.0,30.0,1.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,2,0.0,0.0,0,28.0,7.0,0.0,100.0,78.0,70.6,78.0,4,0,,1,1.83,5.0,2.0,3.0,0.58,1.51,4.0,4.3,-0.4,-0.07,0.11,248.0,51.0,164.0,84.0,3.0,1.0,248.0,1.0,2.0,50.0,0.0,0.0,138.0,0.0
Ruben Vargas,FW,Switzerland,1998,4,4,285,3.2,0,1,0,0,0,1,0,0.0,0.32,0.32,0.0,0.32,0.3,0.3,0.6,0.9,0.11,0.19,0.3,0.11,0.3,3,1,33.3,0.95,0.32,0.0,0.0,17.0,0.0,0.11,-0.3,-0.3,80.0,117.0,68.4,1111.0,305.0,50.0,57.0,87.7,25.0,40.0,62.5,3.0,9.0,33.3,0.7,0.4,5.0,4.0,1.0,0.0,5.0,103.0,14.0,0.0,0.0,0.0,15,6.0,8.0,7.0,0.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,1.0,4.0,0.0,7.0,2.21,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.63,2.0,0.0,0.0,0.0,0.0,0.0,0,4,2,1,0.0,0.0,0,11.0,3.0,6.0,33.3,71.0,79.2,71.0,0,0,,0,1.5,5.0,6.0,-1.0,-0.32,3.28,4.9,4.3,0.6,0.18,0.47,140.0,4.0,17.0,46.0,79.0,9.0,140.0,1.0,7.0,14.3,6.0,1.0,99.0,18.0
Ró-Ró,DF,Qatar,1990,3,3,262,2.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,2,0,0.0,0.69,0.0,0.0,,23.0,0.0,0.03,-0.1,-0.1,78.0,108.0,72.2,1324.0,355.0,47.0,51.0,92.2,25.0,31.0,80.6,5.0,19.0,26.3,0.1,0.0,0.0,4.0,2.0,0.0,4.0,94.0,12.0,2.0,1.0,0.0,3,10.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,4,3.0,2.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,8,14.0,3.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,5,0,0.0,0.0,0,14.0,3.0,2.0,60.0,87.0,97.0,87.0,2,0,,0,0.0,1.0,6.0,-5.0,-1.72,9.53,1.3,3.3,-2.1,-0.72,-0.22,134.0,9.0,50.0,63.0,21.0,3.0,134.0,2.0,4.0,50.0,4.0,2.0,84.0,4.0
Rúben Dias,DF,Portugal,1997,4,4,360,4.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,0,0.0,0.25,0.0,0.0,,12.0,0.0,0.03,0.0,0.0,248.0,274.0,90.5,4633.0,1508.0,85.0,89.0,95.5,138.0,145.0,95.2,22.0,35.0,62.9,0.0,0.0,0.0,13.0,0.0,0.0,11.0,255.0,19.0,16.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3,7.0,9.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,0.0,0.0,0,15.0,5.0,3.0,62.5,90.0,80.0,90.0,4,0,,1,2.25,11.0,4.0,7.0,1.75,2.75,6.5,4.8,1.7,0.42,0.84,293.0,24.0,144.0,147.0,3.0,2.0,293.0,0.0,0.0,,2.0,1.0,216.0,0.0
