player,position,team,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Alphonso Davies,MF,Canada,2000,3,3,270,3.0,1,0,1,0,1,1,0,0.33,0.0,0.33,0.33,0.33,1.1,0.3,0.5,0.8,0.36,0.17,0.53,0.09,0.27,3,1,33.3,1.0,0.33,0.33,1.0,21.0,1.0,0.09,-0.1,0.7,82.0,114.0,71.9,1212.0,231.0,46.0,53.0,86.8,32.0,39.0,82.1,2.0,9.0,22.2,0.2,-0.5,6.0,2.0,1.0,0.0,2.0,84.0,27.0,5.0,1.0,1.0,10,15.0,5.0,3.0,1.0,0.0,3.0,5.0,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,3,5.0,1.0,0.0,8.0,2.67,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,4,1,0.0,0.0,0,14.0,3.0,2.0,60.0,90.0,100.0,90.0,3,0,,0,0.0,2.0,7.0,-5.0,-1.67,,4.2,3.9,0.3,0.11,,156.0,3.0,13.0,62.0,87.0,7.0,156.0,11.0,24.0,45.8,11.0,7.0,94.0,15.0
Andre-Frank Zambo Anguissa,MF,Cameroon,1995,3,3,260,2.9,0,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,1,1,100.0,0.35,0.35,0.0,0.0,11.2,0.0,0.06,-0.1,-0.1,113.0,130.0,86.9,1720.0,560.0,63.0,67.0,94.0,45.0,51.0,88.2,3.0,5.0,60.0,0.1,1.0,0.0,14.0,1.0,0.0,8.0,127.0,3.0,2.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0,3.0,0.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,5,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,4,0,0.0,0.0,0,16.0,4.0,0.0,100.0,87.0,96.3,87.0,2,0,,0,1.33,4.0,4.0,0.0,0.0,0.0,3.4,5.6,-2.3,-0.78,-0.04,159.0,3.0,46.0,82.0,33.0,3.0,159.0,4.0,5.0,80.0,5.0,5.0,117.0,3.0
Andreas Christensen,DF,Denmark,1996,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,0.4,0.4,0.0,0.4,0.12,0.0,0.12,0.12,0.12,2,1,50.0,0.67,0.33,0.5,1.0,5.9,0.0,0.18,0.6,0.6,237.0,251.0,94.4,4457.0,1407.0,89.0,93.0,95.7,116.0,119.0,97.5,26.0,32.0,81.3,0.0,0.0,0.0,14.0,0.0,0.0,14.0,249.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2,1.0,3.0,0.0,2.0,2.0,100.0,0.0,7.0,5.0,2.0,4,8.0,9.0,0.0,2.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0,20.0,6.0,4.0,60.0,90.0,100.0,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,2.7,3.9,-1.2,-0.39,,280.0,25.0,106.0,173.0,4.0,2.0,280.0,0.0,0.0,,2.0,1.0,217.0,1.0
Andrej Kramarić,FW,Croatia,1991,7,7,474,5.3,2,0,2,0,0,0,0,0.38,0.0,0.38,0.38,0.38,1.6,1.6,0.2,1.9,0.31,0.04,0.36,0.31,0.36,10,4,40.0,1.9,0.76,0.2,0.5,15.1,0.0,0.16,0.4,0.4,153.0,176.0,86.9,2049.0,233.0,104.0,111.0,93.7,35.0,38.0,92.1,7.0,12.0,58.3,0.3,-0.2,4.0,0.0,3.0,1.0,4.0,167.0,9.0,0.0,0.0,1.0,6,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2,0.0,1.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,6.0,0,3.0,0.0,0.0,10.0,1.9,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4,2,0.0,0.0,0,18.0,0.0,4.0,0.0,68.0,68.7,68.0,0,0,,0,1.43,6.0,6.0,0.0,0.0,-0.42,4.7,7.5,-2.8,-0.54,-0.03,215.0,0.0,12.0,93.0,114.0,15.0,215.0,4.0,8.0,50.0,7.0,6.0,178.0,32.0
Andries Noppert,GK,Netherlands,1994,5,5,480,5.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,157.0,192.0,81.8,3993.0,2923.0,29.0,29.0,100.0,81.0,81.0,100.0,47.0,81.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,47.0,7.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,96.0,100.0,96.0,5,0,,0,2.2,10.0,4.0,6.0,1.13,,4.6,6.1,-1.5,-0.29,-0.29,205.0,184.0,203.0,2.0,0.0,0.0,205.0,0.0,0.0,,0.0,0.0,97.0,0.0
Andrija Živković,DF,Serbia,1996,3,3,210,2.3,0,2,0,0,0,0,0,0.0,0.86,0.86,0.0,0.86,0.1,0.1,1.1,1.2,0.03,0.48,0.5,0.03,0.5,1,0,0.0,0.43,0.0,0.0,,24.4,0.0,0.06,-0.1,-0.1,71.0,96.0,74.0,1121.0,362.0,31.0,32.0,96.9,31.0,40.0,77.5,5.0,17.0,29.4,0.8,0.9,4.0,6.0,3.0,0.0,6.0,78.0,17.0,1.0,2.0,0.0,8,16.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3,2.0,2.0,1.0,2.0,3.0,66.7,1.0,5.0,0.0,5.0,3,8.0,3.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.86,2.0,0.0,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0,11.0,2.0,2.0,50.0,70.0,77.8,70.0,0,0,,0,0.33,5.0,6.0,-1.0,-0.43,2.57,3.0,5.6,-2.7,-1.14,0.79,118.0,7.0,34.0,48.0,40.0,3.0,118.0,0.0,1.0,0.0,4.0,1.0,72.0,4.0
André Ayew,MF,Ghana,1989,3,3,198,2.2,1,0,1,0,1,1,0,0.45,0.0,0.45,0.45,0.45,1.1,0.4,0.0,0.4,0.52,0.0,0.52,0.16,0.16,1,1,100.0,0.45,0.45,1.0,1.0,17.3,0.0,0.36,-0.1,0.6,30.0,37.0,81.1,411.0,47.0,18.0,22.0,81.8,9.0,11.0,81.8,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0,4.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,6,1,0.0,0.0,0,6.0,3.0,13.0,18.8,66.0,73.3,66.0,0,0,,0,1.0,4.0,5.0,-1.0,-0.45,0.8,2.9,4.2,-1.3,-0.58,-0.37,61.0,3.0,12.0,31.0,19.0,4.0,60.0,0.0,2.0,0.0,5.0,4.0,35.0,5.0
Antoine Griezmann,MF,France,1991,7,6,537,6.0,0,3,0,0,0,1,0,0.0,0.5,0.5,0.0,0.5,0.7,0.7,3.1,3.7,0.11,0.52,0.63,0.11,0.63,6,2,33.3,1.01,0.34,0.0,0.0,17.6,1.0,0.11,-0.7,-0.7,258.0,329.0,78.4,4905.0,1377.0,123.0,135.0,91.1,89.0,112.0,79.5,42.0,66.0,63.6,3.6,-0.1,21.0,26.0,10.0,5.0,19.0,274.0,52.0,20.0,4.0,5.0,40,1.0,28.0,13.0,11.0,0.0,3.0,5.0,14.0,8,9.0,5.0,0.0,3.0,5.0,60.0,2.0,8.0,3.0,5.0,8,22.0,7.0,0.0,33.0,5.53,19.0,12.0,0.0,2.0,0.0,0.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0,3,9,3,0.0,0.0,0,34.0,5.0,4.0,55.6,77.0,81.4,87.0,4,1,18.0,0,2.29,13.0,6.0,7.0,1.17,0.44,11.5,8.0,3.5,0.59,0.44,381.0,10.0,50.0,191.0,145.0,14.0,381.0,4.0,11.0,36.4,6.0,8.0,247.0,20.0
Antonee Robinson,DF,United States,1997,4,4,359,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.07,0.07,0.0,0.07,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,173.0,241.0,71.8,2891.0,1043.0,88.0,102.0,86.3,69.0,96.0,71.9,13.0,26.0,50.0,0.2,-0.3,3.0,12.0,3.0,0.0,10.0,205.0,36.0,4.0,0.0,1.0,21,32.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4,5.0,0.0,0.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,7,12.0,8.0,0.0,8.0,2.01,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,0.0,0.0,0,40.0,5.0,3.0,62.5,90.0,99.7,90.0,3,0,,0,1.25,3.0,4.0,-1.0,-0.25,-0.25,4.0,4.4,-0.4,-0.09,-6.84,288.0,15.0,70.0,130.0,92.0,3.0,288.0,4.0,5.0,80.0,13.0,3.0,165.0,13.0
Antonio Rüdiger,DF,Germany,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.25,0.0,0.25,0.25,0.25,6,1,16.7,2.0,0.33,0.0,0.0,17.4,0.0,0.13,-0.8,-0.8,229.0,252.0,90.9,4005.0,1341.0,84.0,89.0,94.4,132.0,138.0,95.7,10.0,19.0,52.6,0.0,0.0,0.0,14.0,0.0,0.0,17.0,242.0,9.0,6.0,0.0,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,1.0,1.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,0,2.0,5.0,1.0,4.0,1.33,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,0.0,0.0,0,20.0,6.0,1.0,85.7,90.0,100.0,90.0,3,0,,0,1.33,6.0,5.0,1.0,0.33,,10.1,3.4,6.7,2.22,,273.0,22.0,110.0,150.0,14.0,4.0,273.0,0.0,1.0,0.0,1.0,0.0,215.0,0.0
Aurélien Tchouaméni,MF,France,2000,7,7,621,6.9,1,0,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,0.3,0.3,1.0,1.4,0.05,0.16,0.21,0.05,0.21,6,2,33.3,0.87,0.29,0.17,0.5,23.7,0.0,0.06,0.7,0.7,426.0,474.0,89.9,7467.0,1889.0,185.0,198.0,93.4,204.0,219.0,93.2,31.0,43.0,72.1,0.4,-1.0,6.0,48.0,3.0,0.0,37.0,461.0,11.0,10.0,1.0,2.0,3,1.0,0.0,0.0,0.0,0.0,2.0,3.0,11.0,4,4.0,6.0,1.0,3.0,7.0,42.9,4.0,3.0,1.0,2.0,14,25.0,6.0,0.0,13.0,1.98,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,10,0,0.0,1.0,0,44.0,5.0,2.0,71.4,89.0,94.1,89.0,5,0,,0,2.29,14.0,7.0,7.0,1.01,-1.29,13.2,9.0,4.1,0.63,1.14,533.0,15.0,96.0,373.0,69.0,3.0,533.0,3.0,5.0,60.0,11.0,0.0,397.0,6.0
Axel Witsel,MF,Belgium,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,1,0,0.0,0.33,0.0,0.0,,32.2,0.0,0.02,0.0,0.0,169.0,177.0,95.5,2851.0,651.0,74.0,76.0,97.4,88.0,92.0,95.7,6.0,7.0,85.7,0.1,0.0,1.0,9.0,1.0,0.0,8.0,161.0,16.0,15.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2,1.0,3.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,4.0,4,8.0,6.0,0.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,4,0,0.0,0.0,0,12.0,4.0,2.0,66.7,90.0,100.0,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,4.7,4.6,0.2,0.05,,200.0,11.0,56.0,131.0,17.0,1.0,200.0,0.0,0.0,,2.0,3.0,140.0,2.0
Aymeric Laporte,DF,Spain,1994,3,3,300,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,1,0,0.0,0.3,0.0,0.0,,13.6,0.0,0.03,0.0,0.0,413.0,438.0,94.3,7612.0,2489.0,120.0,122.0,98.4,272.0,281.0,96.8,17.0,28.0,60.7,0.1,0.0,1.0,26.0,2.0,0.0,14.0,424.0,14.0,9.0,0.0,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,5.0,7.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0,0.0,0.0,0,17.0,5.0,3.0,62.5,100.0,76.9,100.0,3,0,,1,1.67,8.0,1.0,7.0,2.1,3.1,5.1,2.0,3.1,1.05,1.36,456.0,29.0,151.0,297.0,8.0,2.0,456.0,0.0,0.0,,2.0,0.0,391.0,1.0
Aziz Behich,DF,Australia,1990,4,4,360,4.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,2,0,0.0,0.5,0.0,0.0,,16.4,0.0,0.06,-0.1,-0.1,152.0,203.0,74.9,2271.0,527.0,81.0,91.0,89.0,58.0,70.0,82.9,6.0,27.0,22.2,0.0,0.0,0.0,6.0,2.0,0.0,4.0,156.0,47.0,3.0,0.0,0.0,5,44.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3,5.0,3.0,0.0,5.0,6.0,83.3,1.0,6.0,2.0,4.0,3,11.0,12.0,0.0,6.0,1.5,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0,22.0,2.0,2.0,50.0,90.0,100.0,90.0,4,0,,0,1.5,4.0,6.0,-2.0,-0.5,,2.3,7.2,-4.9,-1.23,,249.0,16.0,89.0,111.0,53.0,6.0,249.0,8.0,14.0,57.1,5.0,5.0,139.0,4.0
Azzedine Ounahi,MF,Morocco,2000,7,6,568,6.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,0.05,0.08,0.13,0.05,0.13,6,1,16.7,0.95,0.16,0.0,0.0,23.7,0.0,0.05,-0.3,-0.3,216.0,265.0,81.5,3026.0,786.0,134.0,150.0,89.3,63.0,74.0,85.1,13.0,20.0,65.0,0.4,-0.5,6.0,20.0,6.0,0.0,19.0,257.0,5.0,4.0,2.0,1.0,3,1.0,0.0,0.0,0.0,0.0,3.0,8.0,9.0,8,4.0,5.0,0.0,7.0,9.0,77.8,2.0,5.0,1.0,4.0,7,16.0,2.0,0.0,16.0,2.54,11.0,0.0,2.0,2.0,1.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0,3,13,1,0.0,0.0,0,38.0,1.0,3.0,25.0,81.0,86.1,89.0,2,1,35.0,0,1.57,4.0,3.0,1.0,0.16,0.16,5.4,6.7,-1.4,-0.22,-0.78,328.0,4.0,79.0,183.0,71.0,8.0,328.0,10.0,13.0,76.9,16.0,7.0,241.0,15.0
Aïssa Laïdouni,MF,Tunisia,1996,3,3,243,2.7,0,1,0,0,0,1,0,0.0,0.37,0.37,0.0,0.37,0.1,0.1,0.4,0.6,0.05,0.16,0.21,0.05,0.21,2,0,0.0,0.74,0.0,0.0,,9.8,0.0,0.07,-0.1,-0.1,99.0,123.0,80.5,1677.0,476.0,50.0,60.0,83.3,42.0,48.0,87.5,7.0,12.0,58.3,0.2,0.6,4.0,16.0,0.0,0.0,8.0,118.0,5.0,3.0,0.0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3,3.0,0.0,0.0,1.0,2.0,50.0,1.0,7.0,1.0,6.0,4,7.0,6.0,0.0,4.0,1.48,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0,3,6,0,0.0,0.0,0,25.0,3.0,1.0,75.0,81.0,90.0,81.0,1,0,,0,1.33,1.0,1.0,0.0,0.0,0.0,1.8,2.6,-0.8,-0.28,-1.17,156.0,9.0,52.0,78.0,28.0,6.0,156.0,1.0,4.0,25.0,4.0,3.0,92.0,9.0
Baba Rahman,DF,Ghana,1994,3,2,183,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.15,0.15,0.0,0.15,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,66.0,100.0,66.0,1097.0,546.0,38.0,48.0,79.2,20.0,27.0,74.1,8.0,18.0,44.4,0.1,-0.3,3.0,7.0,2.0,1.0,12.0,75.0,24.0,1.0,0.0,0.0,11,20.0,3.0,0.0,3.0,0.0,1.0,3.0,5.0,3,1.0,2.0,2.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1,6.0,3.0,1.0,5.0,2.46,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0,7,1,0,0.0,0.0,0,6.0,2.0,4.0,33.3,61.0,67.8,90.0,2,1,3.0,0,1.0,2.0,5.0,-3.0,-1.48,-2.51,2.5,4.1,-1.6,-0.79,-0.96,121.0,4.0,24.0,60.0,37.0,2.0,121.0,1.0,5.0,20.0,6.0,0.0,68.0,3.0
Bartosz Bereszyński,DF,Poland,1992,4,4,341,3.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,122.0,156.0,78.2,1828.0,659.0,64.0,73.0,87.7,44.0,53.0,83.0,8.0,17.0,47.1,0.1,0.0,0.0,2.0,3.0,0.0,5.0,112.0,44.0,5.0,0.0,0.0,4,39.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2,6.0,0.0,0.0,3.0,6.0,50.0,3.0,4.0,1.0,3.0,2,8.0,17.0,0.0,1.0,0.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3,0,0.0,0.0,0,15.0,4.0,2.0,66.7,85.0,94.7,85.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.53,-0.53,4.5,6.6,-2.0,-0.54,2.77,197.0,18.0,74.0,88.0,37.0,3.0,197.0,1.0,7.0,14.3,4.0,3.0,86.0,4.0
Ben Davies,DF,Wales,1993,3,3,238,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.13,0.0,0.13,0.13,0.13,3,2,66.7,1.13,0.76,0.0,0.0,12.1,0.0,0.12,-0.3,-0.3,122.0,161.0,75.8,2585.0,1096.0,42.0,50.0,84.0,56.0,67.0,83.6,22.0,34.0,64.7,0.0,0.0,0.0,10.0,0.0,0.0,12.0,135.0,25.0,8.0,0.0,5.0,0,17.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,2,0.0,2.0,2.0,2.0,2.0,100.0,0.0,4.0,2.0,2.0,1,5.0,8.0,1.0,4.0,1.51,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,0,0.0,0.0,0,20.0,7.0,4.0,63.6,79.0,88.1,79.0,2,0,,0,0.33,1.0,5.0,-4.0,-1.51,1.3,2.5,3.4,-0.9,-0.34,2.41,184.0,14.0,75.0,95.0,14.0,3.0,184.0,2.0,3.0,66.7,1.0,0.0,101.0,1.0
Bernardo Silva,MF,Portugal,1994,5,4,356,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.04,0.09,0.14,0.04,0.14,1,0,0.0,0.25,0.0,0.0,,10.7,0.0,0.18,-0.2,-0.2,256.0,292.0,87.7,4147.0,777.0,143.0,153.0,93.5,87.0,92.0,94.6,20.0,30.0,66.7,0.3,-0.4,5.0,16.0,1.0,0.0,12.0,274.0,17.0,10.0,0.0,2.0,5,2.0,5.0,0.0,0.0,0.0,1.0,8.0,2.0,2,0.0,2.0,0.0,1.0,1.0,100.0,0.0,3.0,0.0,3.0,2,4.0,0.0,0.0,13.0,3.28,11.0,1.0,0.0,0.0,1.0,0.0,3.0,0.76,3.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0.0,0.0,0,32.0,1.0,2.0,33.3,71.0,79.1,87.0,2,1,9.0,0,1.8,10.0,4.0,6.0,1.52,1.52,6.4,5.0,1.4,0.36,0.54,309.0,7.0,42.0,168.0,101.0,8.0,309.0,1.0,4.0,25.0,4.0,4.0,237.0,11.0
Borna Sosa,DF,Croatia,1998,5,5,424,4.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.01,0.08,0.09,0.01,0.09,2,0,0.0,0.42,0.0,0.0,,28.4,0.0,0.03,-0.1,-0.1,220.0,278.0,79.1,3068.0,1123.0,143.0,154.0,92.9,61.0,83.0,73.5,10.0,23.0,43.5,0.5,-0.4,2.0,11.0,3.0,2.0,9.0,237.0,40.0,2.0,0.0,1.0,21,38.0,0.0,0.0,0.0,0.0,1.0,5.0,14.0,6,9.0,3.0,2.0,10.0,12.0,83.3,2.0,4.0,0.0,4.0,2,16.0,18.0,0.0,3.0,0.64,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,0.0,0.0,0,14.0,4.0,4.0,50.0,85.0,61.4,85.0,3,0,,1,1.2,4.0,4.0,0.0,0.0,-0.34,4.5,7.7,-3.2,-0.69,-0.42,333.0,18.0,106.0,138.0,90.0,3.0,333.0,2.0,4.0,50.0,6.0,3.0,216.0,8.0
Boualem Khoukhi,DF,Qatar,1990,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,169.0,197.0,85.8,3293.0,1402.0,59.0,66.0,89.4,82.0,91.0,90.1,25.0,35.0,71.4,0.2,0.0,0.0,2.0,0.0,0.0,4.0,184.0,12.0,10.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2,2.0,0.0,0.0,1.0,2.0,50.0,1.0,6.0,2.0,4.0,3,5.0,18.0,1.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0,16.0,6.0,7.0,46.2,90.0,100.0,90.0,3,0,,0,0.0,1.0,7.0,-6.0,-2.0,,1.4,3.5,-2.1,-0.71,,232.0,52.0,151.0,77.0,5.0,4.0,232.0,0.0,3.0,0.0,2.0,1.0,155.0,0.0
Boulaye Dia,FW,Senegal,1996,4,4,318,3.5,1,0,1,0,0,1,0,0.28,0.0,0.28,0.28,0.28,0.7,0.7,0.0,0.8,0.21,0.01,0.22,0.21,0.22,8,3,37.5,2.26,0.85,0.13,0.33,14.2,0.0,0.09,0.3,0.3,39.0,53.0,73.6,471.0,53.0,27.0,33.0,81.8,9.0,10.0,90.0,1.0,1.0,100.0,0.1,0.0,1.0,1.0,2.0,0.0,3.0,51.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,2.0,3.0,0.0,5.0,1.42,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0,3,3,2,0.0,0.0,0,7.0,5.0,7.0,41.7,80.0,88.3,80.0,1,0,,0,1.5,5.0,5.0,0.0,0.0,4.29,3.8,3.0,0.8,0.22,-0.3,81.0,3.0,5.0,27.0,51.0,11.0,81.0,1.0,4.0,25.0,9.0,8.0,56.0,21.0
